Angles,,,PercentGaitCycle,VerySlowLB,VerySlowMean,VerySlowUB,SlowLB,SlowMean,SlowUB,FreeLB,FreeMean,FreeUB,FastLB,FastMean,FastUB,VeryFastLB,VeryFastMean,VeryFastUB
Pelvic,Int/External,Rotation,52,-7.9833,-3.1408,1.7017,-7.6294,-3.4212,0.7871,-8.2044,-4.418,-0.6317,-10.8755,-6.2644,-1.6534,-12.9507,-8.0031,-3.0554
Pelvic,Int/External,Rotation,54,-8.3226,-3.5461,1.2303,-7.6627,-3.4936,0.6755,-7.9996,-4.2447,-0.4898,-10.4943,-5.9321,-1.37,-12.3968,-7.5621,-2.7275
Pelvic,Int/External,Rotation,56,-8.4888,-3.7615,0.9658,-7.4818,-3.3628,0.7562,-7.6747,-3.936,-0.1972,-9.9845,-5.4595,-0.9345,-11.6536,-6.9187,-2.1838
Pelvic,Int/External,Rotation,58,-8.5881,-3.8715,0.8452,-7.2652,-3.1937,0.8777,-7.382,-3.6375,0.107,-9.4998,-4.9974,-0.495,-10.8475,-6.1879,-1.5284
Pelvic,Int/External,Rotation,60,-8.6866,-3.96,0.7666,-7.1874,-3.1393,0.9088,-7.2581,-3.4855,0.287,-9.1471,-4.6596,-0.172,-10.1066,-5.4931,-0.8797
Pelvic,Int/External,Rotation,62,-8.8221,-4.0689,0.6842,-7.2893,-3.2476,0.7941,-7.3106,-3.5042,0.3021,-8.9328,-4.462,0.0088,-9.5064,-4.9034,-0.3005
Pelvic,Int/External,Rotation,64,-8.949,-4.1758,0.5974,-7.4653,-3.4221,0.6211,-7.419,-3.5988,0.2214,-8.7852,-4.343,0.0993,-9.0412,-4.417,0.2071
Pelvic,Int/External,Rotation,66,-9.0494,-4.2621,0.5253,-7.572,-3.5296,0.5127,-7.4601,-3.6532,0.1536,-8.6017,-4.2083,0.1851,-8.6554,-3.9862,0.6829
Pelvic,Int/External,Rotation,68,-9.1032,-4.2872,0.5288,-7.5391,-3.5129,0.5132,-7.365,-3.5932,0.1786,-8.3233,-4.0009,0.3214,-8.2775,-3.5533,1.1709
Pelvic,Int/External,Rotation,70,-9.0757,-4.2464,0.5829,-7.3598,-3.3709,0.618,-7.1121,-3.3907,0.3307,-7.9336,-3.6997,0.5342,-7.8573,-3.0794,1.6985
Pelvic,Int/External,Rotation,72,-8.9466,-4.1534,0.6399,-7.0836,-3.133,0.8177,-6.7234,-3.0675,0.5883,-7.4521,-3.3136,0.825,-7.3722,-2.549,2.2742
Pelvic,Int/External,Rotation,74,-8.7651,-4.0087,0.7477,-6.7616,-2.8373,1.087,-6.2436,-2.6574,0.9289,-6.9104,-2.8563,1.1977,-6.8344,-1.9688,2.8969
Pelvic,Int/External,Rotation,76,-8.5689,-3.8263,0.9163,-6.4172,-2.5135,1.3903,-5.7035,-2.1864,1.3307,-6.3324,-2.3327,1.6669,-6.245,-1.3399,3.5653
Pelvic,Int/External,Rotation,78,-8.3056,-3.5888,1.1281,-6.0714,-2.1804,1.7106,-5.1349,-1.6775,1.7798,-5.7206,-1.7379,2.2448,-5.5861,-0.6457,4.2948
Pelvic,Int/External,Rotation,80,-7.9723,-3.2983,1.3756,-5.7341,-1.8486,2.0369,-4.5667,-1.1515,2.2638,-5.0681,-1.0646,2.939,-4.8429,0.1317,5.1062
Pelvic,Int/External,Rotation,82,-7.622,-2.9873,1.6474,-5.4036,-1.5194,2.3649,-4.0255,-0.6211,2.7834,-4.3687,-0.31,3.7487,-3.9955,1.0082,6.0119
Pelvic,Int/External,Rotation,84,-7.2519,-2.6492,1.9535,-5.0515,-1.1658,2.7198,-3.5065,-0.0822,3.342,-3.6171,0.5284,4.6738,-3.0374,1.9801,6.9976
Pelvic,Int/External,Rotation,86,-6.843,-2.2611,2.3207,-4.6714,-0.7696,3.1322,-2.9764,0.4855,3.9473,-2.8124,1.4458,5.704,-2.0009,3.0173,8.0356
Pelvic,Int/External,Rotation,88,-6.3789,-1.8015,2.7758,-4.2502,-0.3177,3.6149,-2.4123,1.1032,4.6187,-1.9628,2.4273,6.8175,-0.9405,4.0706,9.0817
Pelvic,Int/External,Rotation,90,-5.8615,-1.2748,3.3119,-3.7727,0.1934,4.1596,-1.8148,1.7685,5.3518,-1.0985,3.4287,7.9559,0.0913,5.0896,10.0878
Pelvic,Int/External,Rotation,92,-5.2888,-0.6794,3.9299,-3.2536,0.754,4.7616,-1.2183,2.4422,6.1027,-0.2785,4.3754,9.0293,1.028,6.017,11.006
Pelvic,Int/External,Rotation,94,-4.6231,0.0097,4.6425,-2.7204,1.3374,5.3951,-0.6586,3.0694,6.7975,0.4378,5.1905,9.9432,1.8118,6.7939,11.776
Pelvic,Int/External,Rotation,96,-3.9238,0.7608,5.4455,-2.1964,1.9131,6.0226,-0.1814,3.5936,7.3687,1.0022,5.8141,10.6261,2.4106,7.3784,12.3461
Pelvic,Int/External,Rotation,98,-3.1436,1.5896,6.3228,-1.7021,2.4629,6.628,0.1835,3.9841,7.7847,1.3911,6.2219,11.0527,2.8081,7.7474,12.6867
Pelvic,Int/External,Rotation,100,-2.3731,2.3986,7.1702,-1.2511,2.9679,7.187,0.4163,4.2232,8.0301,1.5942,6.4032,11.2121,2.9723,7.8674,12.7624
Hip,Flex/Extension,0,24.001,30.1953,36.3896,27.3055,32.8128,38.3202,30.4006,35.8264,41.2522,33.2812,39.8293,46.3774,34.503,43.5777,52.6524
Hip,Flex/Extension,2,22.982,29.3448,35.7076,26.7171,32.3081,37.8991,30.2113,35.6886,41.1658,33.0214,39.7744,46.5274,33.8631,42.9959,52.1286
Hip,Flex/Extension,4,22.0095,28.5571,35.1047,25.9189,31.6822,37.4456,29.9176,35.5103,41.1029,32.7456,39.76,46.7745,33.173,42.4955,51.818
Hip,Flex/Extension,6,20.9919,27.7116,34.4314,24.9562,30.8981,36.8399,29.3402,35.1061,40.872,32.2611,39.5187,46.7763,32.3403,41.9422,51.5441
Hip,Flex/Extension,8,19.7847,26.6353,33.4859,23.7326,29.7587,35.7848,28.319,34.2355,40.152,31.3515,38.7488,46.1461,31.2217,41.0738,50.926
Hip,Flex/Extension,10,18.363,25.3258,32.2885,22.2423,28.2606,34.2788,26.8715,32.8465,38.8216,29.9168,37.3786,44.8403,29.6911,39.6992,49.7074
Hip,Flex/Extension,12,16.8878,23.9385,30.9893,20.5972,26.5765,32.5557,25.1032,31.0794,37.0555,28.0283,35.5423,43.0563,27.7171,37.8401,47.9632
Hip,Flex/Extension,14,15.4317,22.5356,29.6395,18.8535,24.8018,30.7501,23.0959,29.0729,35.0498,25.8121,33.3697,40.9274,25.3816,35.6204,45.8593
Hip,Flex/Extension,16,14.001,21.1496,28.2982,17.065,22.9977,28.9305,20.9375,26.9316,32.9256,23.4076,30.9649,38.5221,22.8226,33.1342,43.4458
Hip,Flex/Extension,18,12.5922,19.8104,27.0287,15.2802,21.2255,27.1708,18.7207,24.7327,30.7446,20.9286,28.4171,35.9057,20.1485,30.4438,40.7392
Hip,Flex/Extension,20,11.1905,18.4791,25.7678,13.515,19.4954,25.4758,16.508,22.5172,28.5264,18.4407,25.7939,33.1471,17.4113,27.6077,37.8042
Hip,Flex/Extension,22,9.8427,17.1712,24.4997,11.7837,17.7968,23.8099,14.316,20.2949,26.2739,15.9531,23.1257,30.2984,14.6378,24.6901,34.7424
Hip,Flex/Extension,24,8.5758,15.9181,23.2605,10.1049,16.1277,22.1505,12.1203,18.0635,24.0067,13.4239,20.4123,27.4006,11.8669,21.7416,31.6164
Hip,Flex/Extension,26,7.3935,14.7367,22.0798,8.4815,14.4905,20.4995,9.8941,15.8275,21.7609,10.8137,17.654,24.4944,9.1347,18.7889,28.443
Hip,Flex/Extension,28,6.2754,13.6291,20.9829,6.9163,12.9089,18.9015,7.637,13.6021,19.5671,8.1333,14.8722,21.6112,6.4681,15.8499,25.2318
Hip,Flex/Extension,30,5.2037,12.5766,19.9495,5.3988,11.4041,17.4093,5.378,11.4134,17.4489,5.4242,12.1085,18.7929,3.8693,12.9441,22.0189
Hip,Flex/Extension,32,4.1474,11.5471,18.9468,3.9138,9.9739,16.034,3.152,9.2982,15.4443,2.7284,9.4077,16.0871,1.3403,10.0942,18.8481
Hip,Flex/Extension,34,3.0971,10.5566,18.016,2.455,8.5957,14.7363,0.9785,7.2651,13.5517,0.0819,6.8096,13.5374,-1.109,7.3256,15.7603
Hip,Flex/Extension,36,2.0632,9.5976,17.132,1.0079,7.2392,13.4705,-1.1279,5.3131,11.7541,-2.4785,4.3389,11.1564,-3.4532,4.6722,12.7976
Hip,Flex/Extension,38,1.0597,8.649,16.2383,-0.4356,5.8854,12.2064,-3.1574,3.4331,10.0237,-4.9067,2.0117,8.9302,-5.6616,2.1732,10.008
Hip,Flex/Extension,40,0.0693,7.7191,15.3689,-1.8628,4.5283,10.9193,-5.0887,1.6196,8.3279,-7.1597,-0.1669,6.826,-7.6841,-0.1332,7.4178
Hip,Flex/Extension,42,-0.912,6.7864,14.4848,-3.2544,3.1874,9.6293,-6.8906,-0.1113,6.668,-9.2102,-2.1823,4.8456,-9.4827,-2.2187,5.0454
Hip,Flex/Extension,44,-1.8668,5.8498,13.5663,-4.5848,1.8873,8.3595,-8.5254,-1.7167,5.092,-11.0421,-4.0077,3.0267,-11.0415,-4.0513,2.9389
Hip,Flex/Extension,46,-2.8125,4.9177,12.648,-5.8143,0.6633,7.1408,-9.9683,-3.153,3.6623,-12.6251,-5.6017,1.4217,-12.3425,-5.5766,1.1893
Hip,Flex/Extension,48,-3.7286,4.0024,11.7335,-6.9036,-0.4371,6.0293,-11.1872,-4.3669,2.4534,-13.8948,-6.8971,0.1006,-13.3259,-6.7098,-0.0937
Hip,Flex/Extension,50,-4.5528,3.129,10.8109,-7.8209,-1.3775,5.0659,-12.0958,-5.2754,1.5451,-14.7278,-7.7674,-0.8069,-13.8585,-7.3266,-0.7947
Hip,Flex/Extension,52,-5.2414,2.3742,9.9899,-8.4863,-2.0763,4.3336,-12.5591,-5.7563,1.0464,-14.966,-8.0423,-1.1187,-13.7873,-7.2876,-0.7878
Hip,Flex/Extension,54,-5.7586,1.7978,9.3542,-8.8049,-2.419,3.967,-12.4525,-5.6826,1.0874,-14.4945,-7.5858,-0.677,-13.0164,-6.4945,0.0274
Hip,Flex/Extension,56,-6.0062,1.5062,9.0186,-8.6264,-2.2225,4.1814,-11.6747,-4.9268,1.821,-13.2647,-6.339,0.5866,-11.5093,-4.9117,1.6859
Hip,Flex/Extension,58,-5.9153,1.6101,9.1355,-7.7615,-1.2764,5.2087,-10.1181,-3.3635,3.3911,-11.2254,-4.2685,2.6884,-9.2574,-2.5505,4.1565
Hip,Flex/Extension,60,-5.47,2.1732,9.8165,-6.0816,0.5467,7.175,-7.683,-0.9203,5.8425,-8.3228,-1.3552,5.6125,-6.2687,0.5685,7.4057
Hip,Flex/Extension,62,-4.6348,3.2618,11.1583,-3.5561,3.2182,9.9924,-4.4,2.3221,9.0442,-4.6334,2.3136,9.2606,-2.6013,4.3739,11.3492
Hip,Flex/Extension,64,-3.3945,4.8718,13.1381,-0.3395,6.5095,13.3585,-0.5079,6.1037,12.7154,-0.3989,6.4979,13.3948,1.6051,8.7089,15.8126
Hip,Flex/Extension,66,-1.7718,6.9304,15.6327,3.2688,10.0815,16.8942,3.646,10.1053,16.5647,4.0813,10.9047,17.7281,6.1485,13.3532,20.5579
Hip,Flex/Extension,68,0.1911,9.3118,18.4324,6.9745,13.6746,20.3747,7.7679,14.0775,20.3871,8.5687,15.2982,22.0276,10.8012,18.0697,25.3383
Hip,Flex/Extension,70,2.4214,11.8714,21.3213,10.542,17.1157,23.6895,11.7027,17.8666,24.0306,12.909,19.5195,26.1299,15.3549,22.6688,29.9827
Hip,Flex/Extension,72,4.8803,14.4987,24.1171,13.8428,20.2916,26.7404,15.3725,21.3863,27.4002,16.9958,23.4547,29.9136,19.6399,27.0129,34.3858
Hip,Flex/Extension,74,7.5236,17.1247,26.7258,16.8553,23.1612,29.467,18.7213,24.5863,30.4513,20.7252,27.0127,33.3002,23.5291,31.0063,38.4836
Hip,Flex/Extension,76,10.3645,19.727,29.0894,19.5802,25.7261,31.872,21.6997,27.4248,33.15,24.0107,30.1345,36.2583,26.9404,34.5706,42.2007
Hip,Flex/Extension,78,13.3312,22.2473,31.1634,22.0038,27.9837,33.9637,24.2879,29.8896,35.4914,26.8058,32.7975,38.7892,29.8263,37.6436,45.4609
Hip,Flex/Extension,80,16.1767,24.5896,33.0025,24.1096,29.94,35.7703,26.4869,31.982,37.4771,29.1053,35.0049,40.9045,32.1749,40.1902,48.2056
Hip,Flex/Extension,82,18.7709,26.6974,34.6239,25.852,31.573,37.2939,28.2877,33.7076,39.1276,30.9254,36.7706,42.6158,33.9917,42.1903,50.3889
Hip,Flex/Extension,84,21.0836,28.5255,35.9674,27.1926,32.8381,38.4836,29.6727,35.0617,40.4507,32.2818,38.1128,43.9438,35.2783,43.6404,52.0025
Hip,Flex/Extension,86,22.9859,29.9883,36.9908,28.1146,33.7117,39.3088,30.6247,36.0227,41.4207,33.2051,39.0583,44.9114,36.0443,44.5609,53.0776
Hip,Flex/Extension,88,24.4154,31.0438,37.6721,28.6119,34.1842,39.7565,31.1311,36.5725,42.0138,33.7355,39.638,45.5406,36.3458,45.0066,53.6674
Hip,Flex/Extension,90,25.3407,31.7057,38.0708,28.7242,34.2795,39.8348,31.2251,36.7229,42.2207,33.9171,39.8834,45.8496,36.2657,45.048,53.8303
Hip,Flex/Extension,92,25.7715,31.9866,38.2018,28.5524,34.0958,39.6393,31.0008,36.5345,42.0681,33.8309,39.8588,45.8868,35.9143,44.7771,53.64
Hip,Flex/Extension,94,25.8032,31.927,38.0509,28.2483,33.7766,39.3048,30.6268,36.1608,41.6948,33.5937,39.6755,45.7572,35.4111,44.3077,53.2043
Hip,Flex/Extension,96,25.5197,31.5818,37.6438,27.9399,33.4464,38.9528,30.2838,35.7916,41.2994,33.3197,39.4622,45.6046,34.8498,43.7435,52.6372
Hip,Flex/Extension,98,24.9555,31.0082,37.0609,27.6529,33.1347,38.6165,30.0738,35.5604,41.0471,33.0711,39.3066,45.5421,34.2665,43.1543,52.0421
Hip,Flex/Extension,100,24.1328,30.2472,36.3616,27.2887,32.7606,38.2326,29.946,35.4537,40.9613,32.8619,39.2374,45.6129,33.6752,42.6053,51.5354
Hip,Ad/Abduction,0,-4.4413,-1.1296,2.1821,-4.0952,-0.9399,2.2154,-5.1232,-1.576,1.9712,-6.9428,-2.8946,1.1536,-8.2874,-3.7802,0.727
Hip,Ad/Abduction,2,-4.1901,-0.9009,2.3883,-3.665,-0.4986,2.6678,-4.4202,-0.8881,2.6439,-6.0902,-2.0752,1.9399,-7.3916,-2.9649,1.4619
Hip,Ad/Abduction,4,-3.5739,-0.3335,2.907,-2.8973,0.2763,3.4499,-3.4674,0.0685,3.6044,-4.9176,-0.9407,3.0363,-6.2137,-1.834,2.5458
Hip,Ad/Abduction,6,-2.8405,0.3679,3.5763,-1.8662,1.33,4.5263,-2.2664,1.2845,4.8354,-3.4327,0.5069,4.4465,-4.7193,-0.3617,3.996
Hip,Ad/Abduction,8,-2.1769,1.008,4.193,-0.8499,2.3828,5.6156,-0.9672,2.5709,6.1091,-1.7848,2.1062,5.9972,-2.9736,1.3535,5.6805
Hip,Ad/Abduction,10,-1.6414,1.5572,4.7559,-0.0551,3.2139,6.4829,0.1828,3.6722,7.1616,-0.2324,3.5864,7.4053,-1.158,3.1012,7.3604
Hip,Ad/Abduction,12,-1.2706,1.9799,5.2305,0.4918,3.7892,7.0866,1.027,4.4639,7.9008,1.0192,4.7516,8.484,0.4957,4.6567,8.8178
Hip,Ad/Abduction,14,-1.0077,2.3158,5.6394,0.847,4.1559,7.4647,1.5499,4.9529,8.3559,1.913,5.5639,9.2148,1.8187,5.888,9.9573
Hip,Ad/Abduction,16,-0.8082,2.594,5.9962,1.0563,4.3564,7.6565,1.8018,5.1852,8.5685,2.4774,6.0595,9.6416,2.7459,6.7603,10.7747
Hip,Ad/Abduction,18,-0.6912,2.8045,6.3002,1.1345,4.4142,7.6939,1.8383,5.1998,8.5614,2.7505,6.2733,9.7961,3.2926,7.2906,11.2887
Hip,Ad/Abduction,20,-0.6615,2.9232,6.508,1.0874,4.3426,7.5978,1.7065,5.0376,8.3687,2.7663,6.24,9.7137,3.5191,7.517,11.5149
Hip,Ad/Abduction,22,-0.7037,2.9456,6.5948,0.9226,4.156,7.3893,1.4494,4.7457,8.0419,2.5664,6.0014,9.4363,3.4837,7.4799,11.4762
Hip,Ad/Abduction,24,-0.8144,2.8779,6.5702,0.6638,3.8803,7.0968,1.1142,4.3728,7.6313,2.2081,5.6093,9.0105,3.2261,7.2201,11.2141
Hip,Ad/Abduction,26,-0.9844,2.7482,6.4808,0.3508,3.5547,6.7587,0.7432,3.959,7.1747,1.752,5.1184,8.4849,2.7861,6.7793,10.7726
Hip,Ad/Abduction,28,-1.1812,2.5832,6.3477,0.0375,3.2287,6.42,0.3863,3.5508,6.7152,1.2556,4.5811,7.9066,2.2116,6.2065,10.2015
Hip,Ad/Abduction,30,-1.3586,2.4068,6.1721,-0.2473,2.9413,6.13,0.0816,3.1921,6.3025,0.7733,4.0555,7.3376,1.5841,5.568,9.552
Hip,Ad/Abduction,32,-1.5048,2.256,6.0167,-0.4704,2.7283,5.9271,-0.157,2.9055,5.968,0.3424,3.5866,6.8309,1.0025,4.9331,8.8636
Hip,Ad/Abduction,34,-1.6082,2.136,5.8802,-0.6156,2.5969,5.8093,-0.3279,2.6968,5.7216,-0.0264,3.1994,6.4253,0.5433,4.3485,8.1537
Hip,Ad/Abduction,36,-1.6785,2.0671,5.8127,-0.6953,2.5318,5.7589,-0.439,2.5601,5.5591,-0.3345,2.8893,6.113,0.205,3.8173,7.4296
Hip,Ad/Abduction,38,-1.7212,2.0284,5.7779,-0.714,2.5225,5.759,-0.499,2.4869,5.4729,-0.608,2.6246,5.8573,-0.0828,3.3089,6.7005
Hip,Ad/Abduction,40,-1.7172,2.0286,5.7744,-0.6913,2.5455,5.7823,-0.5414,2.4409,5.4232,-0.8892,2.3583,5.6059,-0.432,2.7742,5.9804
Hip,Ad/Abduction,42,-1.7124,2.036,5.7843,-0.6688,2.565,5.7988,-0.6082,2.3713,5.3509,-1.2325,2.0384,5.3093,-0.9297,2.1773,5.2843
Hip,Ad/Abduction,44,-1.7408,2.0127,5.7662,-0.6975,2.5305,5.7585,-0.77,2.2106,5.1912,-1.6938,1.6127,4.9193,-1.6001,1.5081,4.6163
Hip,Ad/Abduction,46,-1.8312,1.9486,5.7284,-0.8317,2.39,5.6117,-1.0889,1.9001,4.889,-2.3172,1.0413,4.3997,-2.4211,0.7776,3.9763
Hip,Ad/Abduction,48,-1.983,1.8139,5.6107,-1.1101,2.111,5.3321,-1.599,1.4134,4.4258,-3.1163,0.3175,3.7512,-3.336,0.0154,3.3667
Hip,Ad/Abduction,50,-2.2019,1.6008,5.4034,-1.5578,1.6775,4.9127,-2.2872,0.766,3.8193,-4.0487,-0.5214,3.006,-4.2839,-0.7556,2.7726
Hip,Ad/Abduction,52,-2.609,1.2103,5.0295,-2.2072,1.0654,4.3381,-3.1439,-0.0381,3.0677,-5.0707,-1.4474,2.176,-5.2451,-1.5452,2.1546
Hip,Ad/Abduction,54,-3.2582,0.6208,4.4997,-3.1276,0.2098,3.5473,-4.2227,-1.0539,2.1149,-6.2408,-2.5132,1.2145,-6.2837,-2.4273,1.429
Hip,Ad/Abduction,56,-4.0893,-0.1435,3.8022,-4.3414,-0.9189,2.5036,-5.5726,-2.3382,0.8962,-7.6613,-3.8024,0.0564,-7.4785,-3.4869,0.5046
Hip,Ad/Abduction,58,-4.9625,-0.9577,3.0471,-5.7254,-2.2346,1.2563,-7.0749,-3.8019,-0.5288,-9.2355,-5.2584,-1.2813,-8.8255,-4.7343,-0.6431
Hip,Ad/Abduction,60,-5.8108,-1.7633,2.2842,-7.1032,-3.5886,-0.074,-8.4805,-5.2137,-1.9469,-10.646,-6.6434,-2.6408,-10.173,-6.0559,-1.9389
Hip,Ad/Abduction,62,-6.5984,-2.5427,1.5129,-8.2446,-4.7878,-1.3309,-9.5256,-6.3153,-3.1049,-11.5989,-7.6917,-3.7844,-11.3005,-7.2429,-3.1854
Hip,Ad/Abduction,64,-7.3049,-3.29,0.7248,-8.9955,-5.6719,-2.3482,-10.0656,-6.9505,-3.8354,-12.0052,-8.2632,-4.5213,-12.0512,-8.0914,-4.1316
Hip,Ad/Abduction,66,-7.8997,-3.9732,-0.0467,-9.3527,-6.1635,-2.9743,-10.1055,-7.0978,-4.0902,-11.9146,-8.3422,-4.7697,-12.3703,-8.4922,-4.6142
Hip,Ad/Abduction,68,-8.3269,-4.5035,-0.6801,-9.3849,-6.2679,-3.151,-9.7452,-6.8364,-3.9277,-11.4304,-7.9944,-4.5584,-12.2988,-8.453,-4.6072
Hip,Ad/Abduction,70,-8.5262,-4.8032,-1.0803,-9.1551,-6.0342,-2.9133,-9.1295,-6.2936,-3.4578,-10.6691,-7.3281,-3.9872,-11.9353,-8.0662,-4.1971
Hip,Ad/Abduction,72,-8.4919,-4.8407,-1.1894,-8.6933,-5.5464,-2.3995,-8.3974,-5.6064,-2.8153,-9.7595,-6.4791,-3.1987,-11.3914,-7.4576,-3.5238
Hip,Ad/Abduction,74,-8.2493,-4.6302,-1.0112,-8.0586,-4.9014,-1.7442,-7.6564,-4.8858,-2.1153,-8.8248,-5.5823,-2.3398,-10.7558,-6.7439,-2.732
Hip,Ad/Abduction,76,-7.8353,-4.2199,-0.6045,-7.3285,-4.1872,-1.0459,-6.9725,-4.2074,-1.4422,-7.9562,-4.7374,-1.5187,-10.116,-6.0277,-1.9394
Hip,Ad/Abduction,78,-7.2772,-3.6687,-0.0603,-6.5819,-3.4811,-0.3803,-6.3825,-3.6139,-0.8452,-7.2184,-4.0153,-0.8122,-9.5562,-5.3919,-1.2275
Hip,Ad/Abduction,80,-6.6329,-3.0613,0.5102,-5.8803,-2.8285,0.2234,-5.8945,-3.1165,-0.3384,-6.654,-3.4606,-0.2671,-9.1488,-4.9007,-0.6526
Hip,Ad/Abduction,82,-5.9637,-2.4662,1.0312,-5.2787,-2.2712,0.7364,-5.5171,-2.7212,0.0746,-6.2853,-3.0927,0.0999,-8.9331,-4.5933,-0.2535
Hip,Ad/Abduction,84,-5.3195,-1.93,1.4595,-4.8109,-1.8396,1.1317,-5.2498,-2.4277,0.3943,-6.1142,-2.9079,0.2984,-8.9002,-4.4744,-0.0486
Hip,Ad/Abduction,86,-4.7817,-1.4924,1.797,-4.4903,-1.5453,1.3998,-5.1015,-2.2449,0.6117,-6.1297,-2.8878,0.3542,-9.008,-4.5147,-0.0215
Hip,Ad/Abduction,88,-4.3663,-1.165,2.0364,-4.313,-1.3857,1.5416,-5.0855,-2.1778,0.73,-6.3095,-3.0053,0.2988,-9.1998,-4.6539,-0.1081
Hip,Ad/Abduction,90,-4.0947,-0.9522,2.1904,-4.2734,-1.3437,1.586,-5.2055,-2.2236,0.7582,-6.6085,-3.2121,0.1842,-9.4087,-4.8173,-0.2258
Hip,Ad/Abduction,92,-3.9825,-0.8594,2.2638,-4.3333,-1.37,1.5933,-5.4195,-2.3343,0.7508,-6.9454,-3.4324,0.0807,-9.5685,-4.9287,-0.2889
Hip,Ad/Abduction,94,-4.0108,-0.8646,2.2816,-4.4161,-1.4018,1.6124,-5.6222,-2.4175,0.7872,-7.2095,-3.5651,0.0793,-9.6146,-4.9243,-0.2341
Hip,Ad/Abduction,96,-4.1471,-0.9383,2.2705,-4.444,-1.3825,1.6791,-5.668,-2.3624,0.9432,-7.2736,-3.51,0.2536,-9.487,-4.7586,-0.0301
Hip,Ad/Abduction,98,-4.2841,-1.0187,2.2466,-4.3627,-1.2649,1.8329,-5.458,-2.0948,1.2684,-7.046,-3.2039,0.6381,-9.1338,-4.399,0.3357
Hip,Ad/Abduction,100,-4.331,-1.0393,2.2525,-4.1376,-1.0131,2.1114,-4.9888,-1.6061,1.7767,-6.5182,-2.6359,1.2464,-8.5256,-3.8171,0.8914
Hip,Int/External,Rotation,0,-11.5014,-2.1294,7.2426,-12.5012,-3.3079,5.8854,-11.6542,-2.7016,6.2509,-12.6851,-3.667,5.351,-15.3539,-5.2251,4.9036
Hip,Int/External,Rotation,2,-11.5208,-2.0307,7.4594,-12.2713,-3.1399,5.9914,-11.5149,-2.5639,6.3871,-12.6777,-3.6646,5.3485,-15.3041,-5.3355,4.6331
Hip,Int/External,Rotation,4,-11.2832,-1.6881,7.907,-11.7972,-2.638,6.5212,-11.2443,-2.187,6.8704,-12.4612,-3.4913,5.4787,-15.0901,-5.3063,4.4774
Hip,Int/External,Rotation,6,-10.7677,-1.1543,8.459,-10.8025,-1.5179,7.7666,-10.4428,-1.2325,7.9778,-11.8186,-2.8909,6.0368,-14.7329,-5.0569,4.6192
Hip,Int/External,Rotation,8,-10.6233,-1.0064,8.6105,-9.8473,-0.3864,9.0744,-9.3141,0.0591,9.4322,-11.037,-2.0021,7.0329,-14.3254,-4.6265,5.0724
Hip,Int/External,Rotation,10,-10.8693,-1.2344,8.4005,-9.8458,-0.193,9.4598,-8.7553,0.8048,10.365,-10.5884,-1.3229,7.9425,-13.9832,-4.1674,5.6483
Hip,Int/External,Rotation,12,-11.2003,-1.529,8.1423,-10.5627,-0.8053,8.9521,-9.1006,0.664,10.4286,-10.5614,-1.101,8.3595,-13.7379,-3.8074,6.1232
Hip,Int/External,Rotation,14,-11.5091,-1.7944,7.9204,-11.2052,-1.417,8.3713,-9.7202,0.1879,10.096,-10.6505,-1.1132,8.4241,-13.4955,-3.5184,6.4588
Hip,Int/External,Rotation,16,-11.7666,-1.993,7.7806,-11.4594,-1.6752,8.1089,-10.0741,-0.1282,9.8177,-10.6194,-1.087,8.4454,-13.1745,-3.2063,6.7619
Hip,Int/External,Rotation,18,-11.9573,-2.0927,7.7719,-11.557,-1.7696,8.0178,-10.1824,-0.2799,9.6227,-10.4934,-0.9727,8.548,-12.8254,-2.8532,7.1191
Hip,Int/External,Rotation,20,-12.1323,-2.1895,7.7534,-11.7466,-1.9456,7.8554,-10.3129,-0.4561,9.4007,-10.4263,-0.8934,8.6395,-12.5342,-2.514,7.5062
Hip,Int/External,Rotation,22,-12.341,-2.3673,7.6064,-12.0995,-2.2732,7.5531,-10.585,-0.734,9.117,-10.5009,-0.9361,8.6287,-12.3109,-2.2425,7.8259
Hip,Int/External,Rotation,24,-12.57,-2.5905,7.3889,-12.5385,-2.684,7.1705,-10.8877,-1.0357,8.8164,-10.6595,-1.0644,8.5307,-12.0941,-2.0261,8.0419
Hip,Int/External,Rotation,26,-12.8077,-2.8002,7.2073,-12.9248,-3.0333,6.8582,-11.0928,-1.2663,8.5603,-10.7946,-1.1763,8.4421,-11.8173,-1.8085,8.2003
Hip,Int/External,Rotation,28,-13.0115,-2.9855,7.0405,-13.2033,-3.26,6.6832,-11.1648,-1.3876,8.3896,-10.855,-1.2128,8.4295,-11.4783,-1.5527,8.3729
Hip,Int/External,Rotation,30,-13.1531,-3.1044,6.9443,-13.3454,-3.3561,6.6332,-11.1446,-1.427,8.2907,-10.8735,-1.1943,8.4849,-11.1247,-1.281,8.5627
Hip,Int/External,Rotation,32,-13.2296,-3.1693,6.891,-13.3874,-3.365,6.6575,-11.0914,-1.4392,8.213,-10.9117,-1.1769,8.558,-10.8206,-1.05,8.7206
Hip,Int/External,Rotation,34,-13.2745,-3.1998,6.8749,-13.372,-3.3281,6.7159,-11.0517,-1.4566,8.1385,-11.0043,-1.2065,8.5913,-10.6571,-0.929,8.7991
