Angles,,,PercentGaitCycle,VerySlowLB,VerySlowMean,VerySlowUB,SlowLB,SlowMean,SlowUB,FreeLB,FreeMean,FreeUB,FastLB,FastMean,FastUB,VeryFastLB,VeryFastMean,VeryFastUB
Trunk,Int/External,Rotation,76,-3.3368,0.5146,4.3661,-4.0305,-0.3464,3.3377,-4.4098,-0.5412,3.3274,9.3872,19.0205,28.6537,6.4355,16.4005,26.3654
Trunk,Int/External,Rotation,78,-3.3731,0.4349,4.2429,-4.1755,-0.542,3.0915,-4.6946,-0.8789,2.9369,9.3872,19.0205,28.6537,6.4355,16.4005,26.3654
Trunk,Int/External,Rotation,80,-3.4481,0.3291,4.1063,-4.3031,-0.6995,2.9042,-5.0151,-1.2152,2.5847,9.3872,19.0205,28.6537,6.4355,16.4005,26.3654
Trunk,Int/External,Rotation,82,-3.5083,0.2285,3.9653,-4.4017,-0.825,2.7516,-5.3563,-1.5522,2.2519,9.3872,19.0205,28.6537,6.4355,16.4005,26.3654
Trunk,Int/External,Rotation,84,-3.561,0.122,3.8051,-4.5725,-1.0054,2.5617,-5.7302,-1.9319,1.8664,9.3872,19.0205,28.6537,6.4355,16.4005,26.3654
Trunk,Int/External,Rotation,86,-3.6343,0.0149,3.6641,-4.7921,-1.201,2.3902,-6.1264,-2.3426,1.4413,9.3872,19.0205,28.6537,6.4355,16.4005,26.3654
Trunk,Int/External,Rotation,88,-3.7893,-0.1442,3.501,-5.0375,-1.4507,2.136,-6.6047,-2.8013,1.0022,9.3872,19.0205,28.6537,6.4355,16.4005,26.3654
Trunk,Int/External,Rotation,90,-3.9468,-0.3168,3.3132,-5.3321,-1.7245,1.8832,-7.1514,-3.3212,0.509,9.3872,19.0205,28.6537,6.4355,16.4005,26.3654
Trunk,Int/External,Rotation,92,-4.1361,-0.5016,3.1328,-5.6558,-2.0244,1.6071,-7.6874,-3.7958,0.0959,9.3872,19.0205,28.6537,6.4355,16.4005,26.3654
Trunk,Int/External,Rotation,94,-4.3826,-0.7242,2.9342,-5.9416,-2.2863,1.3689,-8.1507,-4.1968,-0.243,9.3872,19.0205,28.6537,6.4355,16.4005,26.3654
Trunk,Int/External,Rotation,96,-4.6266,-0.9427,2.7412,-6.2134,-2.5397,1.134,-8.4585,-4.4501,-0.4417,9.3872,19.0205,28.6537,6.4355,16.4005,26.3654
Trunk,Int/External,Rotation,98,-4.8847,-1.2092,2.4662,-6.4288,-2.7086,1.0115,-8.5677,-4.5217,-0.4757,9.3872,19.0205,28.6537,6.4355,16.4005,26.3654
Trunk,Int/External,Rotation,100,-5.1079,-1.3984,2.3111,-6.6345,-2.87,0.8946,-8.586,-4.4973,-0.4086,9.3872,19.0205,28.6537,6.4355,16.4005,26.3654
Pelvic,Ant/Posterior,Tilt,0,6.6839,11.8388,16.9937,6.6991,11.5018,16.3044,7.2062,12.1859,17.1656,8.2098,13.5989,18.9881,10.4282,16.6936,22.959
Pelvic,Ant/Posterior,Tilt,2,6.8915,11.9956,17.0997,6.7028,11.4599,16.2171,7.1071,12.0309,16.9547,8.0444,13.3892,18.734,10.2327,16.3732,22.5137
Pelvic,Ant/Posterior,Tilt,4,7.0119,12.0999,17.188,6.6344,11.3496,16.0649,6.9793,11.8421,16.7049,7.8682,13.164,18.4598,10.0257,16.0271,22.0285
Pelvic,Ant/Posterior,Tilt,6,7.0816,12.1692,17.2568,6.4831,11.1661,15.8492,6.7318,11.5597,16.3876,7.5835,12.8377,18.0919,9.7272,15.6156,21.5039
Pelvic,Ant/Posterior,Tilt,8,7.1281,12.2187,17.3093,6.3115,10.9685,15.6256,6.411,11.2281,16.0452,7.2049,12.431,17.6571,9.3241,15.1648,21.0056
Pelvic,Ant/Posterior,Tilt,10,7.1423,12.2401,17.3379,6.1655,10.8044,15.4432,6.1386,10.9405,15.7424,6.8619,12.0836,17.3054,8.9169,14.79,20.6632
Pelvic,Ant/Posterior,Tilt,12,7.1721,12.2732,17.3743,6.0741,10.7,15.326,5.9785,10.7593,15.5402,6.6655,11.9116,17.1577,8.653,14.6187,20.5843
Pelvic,Ant/Posterior,Tilt,14,7.2225,12.3088,17.395,6.0305,10.6461,15.2618,5.9189,10.6915,15.4642,6.6348,11.9265,17.2182,8.6164,14.6992,20.7821
Pelvic,Ant/Posterior,Tilt,16,7.2494,12.3269,17.4044,6.0189,10.6312,15.2435,5.9348,10.7246,15.5143,6.75,12.0899,17.4298,8.7985,14.9851,21.1718
Pelvic,Ant/Posterior,Tilt,18,7.2324,12.3156,17.3989,6.0245,10.6483,15.2722,6.0237,10.8448,15.6658,6.9855,12.3622,17.739,9.1483,15.3965,21.6448
Pelvic,Ant/Posterior,Tilt,20,7.1555,12.2578,17.3601,6.029,10.679,15.329,6.1853,11.0219,15.8586,7.3107,12.7042,18.0978,9.6066,15.8693,22.1321
Pelvic,Ant/Posterior,Tilt,22,7.0468,12.1763,17.3059,6.0231,10.7005,15.3779,6.3941,11.2138,16.0335,7.6811,13.0672,18.4533,10.1172,16.3628,22.6084
Pelvic,Ant/Posterior,Tilt,24,6.9286,12.0848,17.2409,6.0211,10.7072,15.3933,6.6013,11.386,16.1707,8.0368,13.3994,18.7621,10.6307,16.8452,23.0596
Pelvic,Ant/Posterior,Tilt,26,6.8147,11.9931,17.1715,6.0375,10.7091,15.3807,6.7663,11.5217,16.2771,8.3275,13.6647,19.0019,11.096,17.2793,23.4625
Pelvic,Ant/Posterior,Tilt,28,6.7334,11.912,17.0906,6.0798,10.7276,15.3754,6.8828,11.6242,16.3656,8.5385,13.8532,19.168,11.4737,17.6291,23.7844
Pelvic,Ant/Posterior,Tilt,30,6.672,11.8453,17.0185,6.1546,10.7838,15.4129,6.9728,11.7137,16.4547,8.6834,13.9772,19.271,11.7362,17.874,24.0117
Pelvic,Ant/Posterior,Tilt,32,6.6082,11.7815,16.9547,6.2603,10.8845,15.5087,7.0633,11.8195,16.5757,8.7788,14.0581,19.3373,11.8787,18.0116,24.1444
Pelvic,Ant/Posterior,Tilt,34,6.5536,11.7274,16.9012,6.3859,11.0199,15.654,7.17,11.9568,16.7436,8.8436,14.122,19.4003,11.9108,18.0578,24.2047
Pelvic,Ant/Posterior,Tilt,36,6.4942,11.693,16.8918,6.5135,11.1663,15.8191,7.2887,12.1187,16.9487,8.8919,14.1857,19.4795,11.8591,18.0414,24.2236
Pelvic,Ant/Posterior,Tilt,38,6.4391,11.6691,16.899,6.6282,11.3035,15.9788,7.405,12.285,17.1649,8.9304,14.2476,19.5648,11.7579,17.9918,24.2258
Pelvic,Ant/Posterior,Tilt,40,6.3962,11.6629,16.9296,6.716,11.414,16.1121,7.49,12.415,17.3401,8.9482,14.2876,19.627,11.635,17.9215,24.2079
Pelvic,Ant/Posterior,Tilt,42,6.3627,11.6664,16.9701,6.7724,11.4933,16.2143,7.5202,12.477,17.4337,8.9215,14.2784,19.6352,11.4972,17.8193,24.1414
Pelvic,Ant/Posterior,Tilt,44,6.3661,11.6774,16.9887,6.7963,11.5351,16.274,7.4821,12.4575,17.433,8.8237,14.1957,19.5678,11.3291,17.6623,23.9956
Pelvic,Ant/Posterior,Tilt,46,6.4152,11.7104,17.0056,6.7967,11.5418,16.2869,7.3723,12.3583,17.3443,8.6476,14.0296,19.4117,11.1139,17.4347,23.7555
Pelvic,Ant/Posterior,Tilt,48,6.5063,11.7774,17.0486,6.7917,11.5292,16.2667,7.213,12.2053,17.1976,8.4161,13.7968,19.1775,10.8576,17.1425,23.4274
Pelvic,Ant/Posterior,Tilt,50,6.6512,11.8797,17.1083,6.7799,11.5006,16.2214,7.0516,12.0393,17.027,8.1807,13.5447,18.9088,10.5931,16.8121,23.031
Pelvic,Ant/Posterior,Tilt,52,6.8232,12.0039,17.1847,6.7528,11.4499,16.147,6.9142,11.8769,16.8397,7.9687,13.3078,18.6469,10.3433,16.4639,22.5846
Pelvic,Ant/Posterior,Tilt,54,6.9516,12.1105,17.2695,6.6728,11.3457,16.0185,6.7487,11.677,16.6052,7.7348,13.0524,18.37,10.0683,16.0831,22.0979
Pelvic,Ant/Posterior,Tilt,56,7.0396,12.1949,17.3501,6.5318,11.1858,15.8397,6.4939,11.3966,16.2993,7.4066,12.7141,18.0217,9.7055,15.6468,21.5881
Pelvic,Ant/Posterior,Tilt,58,7.1078,12.2682,17.4286,6.3694,11.0068,15.6442,6.1788,11.0665,15.9541,7.0058,12.3108,17.6158,9.2668,15.1852,21.1035
Pelvic,Ant/Posterior,Tilt,60,7.1548,12.3168,17.4787,6.2282,10.8478,15.4675,5.9075,10.7796,15.6516,6.6516,11.9616,17.2716,8.8558,14.8028,20.7499
Pelvic,Ant/Posterior,Tilt,62,7.1902,12.3434,17.4966,6.1426,10.7426,15.3425,5.748,10.6031,15.4583,6.4441,11.7773,17.1106,8.5884,14.6108,20.6332
Pelvic,Ant/Posterior,Tilt,64,7.2282,12.3614,17.4946,6.108,10.6897,15.2715,5.6897,10.5405,15.3913,6.4005,11.7776,17.1547,8.53,14.6562,20.7825
Pelvic,Ant/Posterior,Tilt,66,7.248,12.365,17.4821,6.0889,10.6639,15.2388,5.7021,10.5717,15.4413,6.5013,11.9255,17.3496,8.6773,14.9077,21.1381
Pelvic,Ant/Posterior,Tilt,68,7.2346,12.345,17.4555,6.0735,10.6655,15.2576,5.7821,10.6852,15.5883,6.72,12.1767,17.6334,8.989,15.2942,21.5995
Pelvic,Ant/Posterior,Tilt,70,7.1578,12.2885,17.4193,6.0591,10.6916,15.3242,5.9334,10.8565,15.7797,7.0275,12.4933,17.9592,9.4116,15.7514,22.0912
Pelvic,Ant/Posterior,Tilt,72,7.0347,12.199,17.3634,6.0465,10.7165,15.3865,6.1315,11.0454,15.9593,7.3839,12.8321,18.2803,9.8925,16.2308,22.5691
Pelvic,Ant/Posterior,Tilt,74,6.898,12.0909,17.2838,6.0506,10.7288,15.407,6.3321,11.2163,16.1005,7.7299,13.1443,18.5587,10.3779,16.6928,23.0078
Pelvic,Ant/Posterior,Tilt,76,6.7766,11.9849,17.1932,6.0812,10.7392,15.3971,6.4983,11.3521,16.2059,8.0158,13.3983,18.7809,10.8167,17.1013,23.3859
Pelvic,Ant/Posterior,Tilt,78,6.6752,11.8927,17.1103,6.1291,10.7639,15.3988,6.6264,11.4617,16.2969,8.2259,13.5871,18.9483,11.1742,17.4305,23.6868
Pelvic,Ant/Posterior,Tilt,80,6.5984,11.8114,17.0244,6.2016,10.8225,15.4435,6.7344,11.5652,16.3959,8.3722,13.7215,19.0709,11.4367,17.6707,23.9048
Pelvic,Ant/Posterior,Tilt,82,6.5302,11.7416,16.953,6.297,10.9201,15.5432,6.8435,11.6853,16.5271,8.477,13.8191,19.1613,11.601,17.8201,24.0392
Pelvic,Ant/Posterior,Tilt,84,6.468,11.689,16.9101,6.4066,11.0444,15.6822,6.9682,11.8355,16.7028,8.5545,13.8984,19.2422,11.6631,17.884,24.1048
Pelvic,Ant/Posterior,Tilt,86,6.4055,11.6515,16.8975,6.5246,11.1848,15.845,7.1068,12.0112,16.9156,8.6221,13.9736,19.325,11.6263,17.875,24.1236
Pelvic,Ant/Posterior,Tilt,88,6.3543,11.6282,16.9021,6.6346,11.3226,16.0106,7.2397,12.1916,17.1435,8.6863,14.0454,19.4046,11.5221,17.8151,24.108
Pelvic,Ant/Posterior,Tilt,90,6.3219,11.6291,16.9364,6.7157,11.4307,16.1458,7.3389,12.3386,17.3384,8.7301,14.0931,19.4562,11.3804,17.7169,24.0534
Pelvic,Ant/Posterior,Tilt,92,6.3133,11.648,16.9827,6.7568,11.4964,16.2359,7.3801,12.4127,17.4453,8.727,14.0888,19.4507,11.2147,17.5761,23.9376
Pelvic,Ant/Posterior,Tilt,94,6.3467,11.6851,17.0235,6.768,11.5215,16.2749,7.3482,12.397,17.4457,8.6524,14.008,19.3635,11.0152,17.3775,23.7397
Pelvic,Ant/Posterior,Tilt,96,6.4123,11.7285,17.0446,6.7582,11.5105,16.2628,7.2407,12.2918,17.343,8.4929,13.8404,19.1879,10.7661,17.1084,23.4507
Pelvic,Ant/Posterior,Tilt,98,6.5279,11.798,17.0682,6.7395,11.4748,16.21,7.0823,12.1268,17.1712,8.2699,13.6061,18.9423,10.4774,16.7793,23.0812
Pelvic,Ant/Posterior,Tilt,100,6.7044,11.9116,17.1187,6.733,11.4331,16.1331,6.9247,11.9488,16.9728,8.0359,13.353,18.6702,10.1893,16.4254,22.6616
Pelvic,Up/Down,Obliquity,0,-1.1762,1.2231,3.6223,-1.1948,0.6859,2.5665,-1.1525,0.8004,2.7533,-0.8325,1.4048,3.6421,-0.9865,1.7394,4.4654
Pelvic,Up/Down,Obliquity,2,-1.0919,1.2546,3.6011,-1.0304,0.8573,2.745,-0.8637,1.0934,3.0504,-0.4813,1.7927,4.0667,-0.6951,2.0501,4.7953
Pelvic,Up/Down,Obliquity,4,-0.7883,1.5035,3.7953,-0.6974,1.2247,3.1468,-0.4666,1.5235,3.5136,-0.0439,2.2874,4.6187,-0.3271,2.4322,5.1915
Pelvic,Up/Down,Obliquity,6,-0.4533,1.8311,4.1156,-0.2181,1.7595,3.737,0.0598,2.1079,4.1559,0.5189,2.9373,5.3557,0.1769,2.9605,5.7442
Pelvic,Up/Down,Obliquity,8,-0.2128,2.0751,4.363,0.2567,2.2912,4.3257,0.6574,2.7624,4.8673,1.1898,3.7093,6.2289,0.8343,3.6638,6.4933
Pelvic,Up/Down,Obliquity,10,-0.1178,2.175,4.4679,0.6099,2.6906,4.7712,1.2232,3.362,5.5008,1.8887,4.4775,7.0663,1.5991,4.4808,7.3624
Pelvic,Up/Down,Obliquity,12,-0.1587,2.1534,4.4655,0.8184,2.9328,5.0471,1.6693,3.8153,5.9613,2.5047,5.1023,7.6999,2.3581,5.2786,8.1991
Pelvic,Up/Down,Obliquity,14,-0.2608,2.0848,4.4304,0.9191,3.0373,5.1555,1.9258,4.0615,6.1972,2.9442,5.4955,8.0469,2.98,5.9216,8.8631
Pelvic,Up/Down,Obliquity,16,-0.4062,1.9788,4.3638,0.9116,3.0004,5.0892,1.9609,4.0677,6.1745,3.1326,5.6092,8.0857,3.3612,6.3059,9.2507
Pelvic,Up/Down,Obliquity,18,-0.6479,1.8029,4.2537,0.7376,2.8018,4.866,1.7552,3.8294,5.9037,3.0295,5.432,7.8345,3.4457,6.3829,9.3202
Pelvic,Up/Down,Obliquity,20,-0.9814,1.5414,4.0643,0.3794,2.4416,4.5039,1.3263,3.3805,5.4348,2.6469,4.9983,7.3498,3.2269,6.159,9.0911
Pelvic,Up/Down,Obliquity,22,-1.3719,1.2042,3.7803,-0.115,1.9561,4.0272,0.7384,2.7855,4.8326,2.0407,4.3705,6.7002,2.744,5.6862,8.6285
Pelvic,Up/Down,Obliquity,24,-1.8256,0.7997,3.425,-0.668,1.4067,3.4814,0.0705,2.1202,4.1698,1.2911,3.6218,5.9525,2.0663,5.0309,7.9954
Pelvic,Up/Down,Obliquity,26,-2.2994,0.3627,3.0249,-1.2052,0.8542,2.9137,-0.6017,1.4514,3.5046,0.4865,2.8257,5.165,1.2671,4.2525,7.2378
Pelvic,Up/Down,Obliquity,28,-2.7495,-0.0667,2.6161,-1.6767,0.3506,2.378,-1.2065,0.8404,2.8873,-0.2921,2.0467,4.3856,0.4202,3.4084,6.3967
Pelvic,Up/Down,Obliquity,30,-3.1326,-0.4651,2.2025,-2.0659,-0.0723,1.9213,-1.6972,0.3325,2.3621,-0.9809,1.3443,3.6696,-0.3924,2.5679,5.5282
Pelvic,Up/Down,Obliquity,32,-3.4354,-0.801,1.8334,-2.3561,-0.3894,1.5773,-2.0646,-0.0538,1.9569,-1.5442,0.7561,3.0564,-1.1105,1.7995,4.7095
Pelvic,Up/Down,Obliquity,34,-3.672,-1.0706,1.5308,-2.5444,-0.5964,1.3516,-2.3138,-0.3162,1.6814,-1.9767,0.2994,2.5754,-1.6969,1.1483,3.9934
Pelvic,Up/Down,Obliquity,36,-3.8246,-1.2579,1.3089,-2.6405,-0.7073,1.226,-2.4586,-0.4627,1.5332,-2.2809,-0.029,2.223,-2.156,0.6217,3.3993
Pelvic,Up/Down,Obliquity,38,-3.9221,-1.3836,1.1548,-2.6518,-0.7335,1.1849,-2.5022,-0.5025,1.4972,-2.474,-0.2484,1.9773,-2.5247,0.1973,2.9194
Pelvic,Up/Down,Obliquity,40,-3.9599,-1.4398,1.0803,-2.5963,-0.6966,1.203,-2.4667,-0.4661,1.5345,-2.5878,-0.3892,1.8095,-2.8535,-0.1655,2.5225
Pelvic,Up/Down,Obliquity,42,-3.946,-1.4453,1.0554,-2.5068,-0.6258,1.2552,-2.3888,-0.3938,1.6011,-2.6701,-0.4902,1.6896,-3.1736,-0.504,2.1656
Pelvic,Up/Down,Obliquity,44,-3.9054,-1.4241,1.0571,-2.4255,-0.5598,1.3059,-2.326,-0.342,1.6421,-2.772,-0.5979,1.5762,-3.495,-0.842,1.811
Pelvic,Up/Down,Obliquity,46,-3.8485,-1.3799,1.0887,-2.387,-0.5319,1.3232,-2.3307,-0.361,1.6088,-2.9365,-0.7577,1.4212,-3.8166,-1.1856,1.4454
Pelvic,Up/Down,Obliquity,48,-3.78,-1.3358,1.1083,-2.4085,-0.5628,1.2828,-2.4342,-0.475,1.4842,-3.1842,-0.9931,1.198,-4.1313,-1.5232,1.085
Pelvic,Up/Down,Obliquity,50,-3.7136,-1.3059,1.1019,-2.5076,-0.6654,1.1768,-2.6436,-0.6834,1.2768,-3.5145,-1.3011,0.9123,-4.4467,-1.8492,0.7484
Pelvic,Up/Down,Obliquity,52,-3.7593,-1.3813,0.9967,-2.7301,-0.8741,0.982,-2.9766,-0.9978,0.981,-3.9357,-1.6854,0.5649,-4.8002,-2.1869,0.4264
Pelvic,Up/Down,Obliquity,54,-3.9498,-1.577,0.7957,-3.1369,-1.2353,0.6662,-3.4662,-1.4485,0.5693,-4.5021,-2.1846,0.1329,-5.2625,-2.599,0.0645
Pelvic,Up/Down,Obliquity,56,-4.2175,-1.8447,0.528,-3.6939,-1.7224,0.2492,-4.1148,-2.041,0.0329,-5.2623,-2.8354,-0.4086,-5.8914,-3.1501,-0.4087
Pelvic,Up/Down,Obliquity,58,-4.4201,-2.0573,0.3054,-4.2532,-2.2142,-0.1752,-4.8321,-2.7,-0.5678,-6.147,-3.5975,-1.0479,-6.6854,-3.8542,-1.0229
Pelvic,Up/Down,Obliquity,60,-4.5139,-2.1541,0.2057,-4.7002,-2.6126,-0.5251,-5.501,-3.3179,-1.1348,-6.9732,-4.3467,-1.7202,-7.5562,-4.6524,-1.7487
Pelvic,Up/Down,Obliquity,62,-4.5142,-2.148,0.2182,-4.9877,-2.8756,-0.7635,-6.0109,-3.7949,-1.5789,-7.5729,-4.9494,-2.3259,-8.3642,-5.4239,-2.4835
Pelvic,Up/Down,Obliquity,64,-4.447,-2.0758,0.2954,-5.115,-2.9992,-0.8834,-6.2873,-4.063,-1.8388,-7.8801,-5.322,-2.7638,-8.9849,-6.034,-3.0831
Pelvic,Up/Down,Obliquity,66,-4.3502,-1.9725,0.4053,-5.0889,-2.9706,-0.8523,-6.2994,-4.0867,-1.8739,-7.8903,-5.4202,-2.9501,-9.3297,-6.3806,-3.4314
Pelvic,Up/Down,Obliquity,68,-4.2471,-1.8198,0.6074,-4.9155,-2.7818,-0.6482,-6.0564,-3.8654,-1.6744,-7.6279,-5.2332,-2.8386,-9.3632,-6.418,-3.4727
Pelvic,Up/Down,Obliquity,70,-4.0763,-1.5965,0.8832,-4.6007,-2.4353,-0.2699,-5.6062,-3.4293,-1.2524,-7.132,-4.7839,-2.4358,-9.1004,-6.1574,-3.2144
Pelvic,Up/Down,Obliquity,72,-3.807,-1.2962,1.2146,-4.1562,-1.9626,0.2309,-5.0128,-2.8424,-0.672,-6.4676,-4.1369,-1.8061,-8.5981,-5.6492,-2.7004
Pelvic,Up/Down,Obliquity,74,-3.4598,-0.9201,1.6195,-3.6213,-1.4227,0.7759,-4.3469,-2.1833,-0.0198,-5.7088,-3.3771,-1.0453,-7.9245,-4.9618,-1.9991
Pelvic,Up/Down,Obliquity,76,-3.0599,-0.4968,2.0664,-3.0576,-0.8765,1.3047,-3.6702,-1.5236,0.6229,-4.9161,-2.5793,-0.2425,-7.1355,-4.1658,-1.1961
Pelvic,Up/Down,Obliquity,78,-2.6347,-0.0555,2.5238,-2.5249,-0.378,1.7689,-3.0399,-0.9226,1.1948,-4.1442,-1.8078,0.5286,-6.2797,-3.3241,-0.3684
Pelvic,Up/Down,Obliquity,80,-2.2177,0.3559,2.9296,-2.0665,0.0424,2.1513,-2.4979,-0.4164,1.6651,-3.4389,-1.1167,1.2056,-5.4191,-2.4979,0.4234
Pelvic,Up/Down,Obliquity,82,-1.8372,0.7116,3.2605,-1.7183,0.3607,2.4397,-2.0844,-0.0322,2.0201,-2.8423,-0.5446,1.7532,-4.6136,-1.7385,1.1365
Pelvic,Up/Down,Obliquity,84,-1.5188,0.9987,3.5161,-1.4832,0.5713,2.6258,-1.8115,0.2243,2.2601,-2.3747,-0.1058,2.1631,-3.9075,-1.0798,1.7478
Pelvic,Up/Down,Obliquity,86,-1.272,1.2147,3.7015,-1.3512,0.6827,2.7165,-1.6668,0.3593,2.3855,-2.0379,0.205,2.4479,-3.3221,-0.5376,2.2468
Pelvic,Up/Down,Obliquity,88,-1.0892,1.3663,3.8218,-1.3068,0.7107,2.7282,-1.6235,0.3974,2.4183,-1.8163,0.4084,2.6331,-2.8526,-0.1024,2.6478
Pelvic,Up/Down,Obliquity,90,-0.9957,1.4433,3.8822,-1.3294,0.672,2.6733,-1.6522,0.3624,2.377,-1.681,0.5368,2.7546,-2.4714,0.2593,2.9899
Pelvic,Up/Down,Obliquity,92,-0.982,1.4467,3.8754,-1.3889,0.6008,2.5905,-1.714,0.2926,2.2992,-1.5905,0.6296,2.8496,-2.141,0.5858,3.3127
Pelvic,Up/Down,Obliquity,94,-1.0163,1.4102,3.8367,-1.4435,0.5368,2.5172,-1.7557,0.2435,2.2427,-1.4891,0.737,2.9632,-1.8355,0.898,3.6314
Pelvic,Up/Down,Obliquity,96,-1.1028,1.3385,3.7798,-1.4597,0.5102,2.4801,-1.726,0.2669,2.2598,-1.3328,0.9018,3.1365,-1.5413,1.1999,3.9411
Pelvic,Up/Down,Obliquity,98,-1.1801,1.2602,3.7006,-1.4225,0.5366,2.4957,-1.5986,0.3906,2.3798,-1.1071,1.1423,3.3917,-1.2558,1.4884,4.2326
Pelvic,Up/Down,Obliquity,100,-1.2351,1.1834,3.6018,-1.3247,0.6242,2.5731,-1.3857,0.6056,2.597,-0.8217,1.4512,3.7241,-0.9769,1.767,4.5109
Pelvic,Int/External,Rotation,0,-2.0093,2.6942,7.3978,-1.2256,3.0302,7.2859,0.38,4.3966,8.4132,1.783,6.4161,11.0492,2.3646,7.5489,12.7332
Pelvic,Int/External,Rotation,2,-1.3797,3.3071,7.994,-0.9052,3.3617,7.6285,0.4584,4.4495,8.4407,1.7527,6.3369,10.9211,2.308,7.4553,12.6026
Pelvic,Int/External,Rotation,4,-1.0212,3.6039,8.2291,-0.8051,3.4018,7.6087,0.3306,4.2622,8.1937,1.4693,5.9954,10.5216,1.9754,7.065,12.1546
Pelvic,Int/External,Rotation,6,-0.8497,3.7346,8.3188,-0.9278,3.1912,7.3102,0.0404,3.9126,7.7847,1.0071,5.4944,9.9817,1.4023,6.4293,11.4563
Pelvic,Int/External,Rotation,8,-0.7195,3.8611,8.4417,-1.1146,2.9617,7.0379,-0.2401,3.5764,7.3929,0.5243,4.9957,9.4671,0.7062,5.6852,10.6642
Pelvic,Int/External,Rotation,10,-0.5837,3.9856,8.5549,-1.1656,2.9156,6.9969,-0.3715,3.407,7.1854,0.16,4.6235,9.0869,0.0249,4.9743,9.9237
Pelvic,Int/External,Rotation,12,-0.4914,4.1085,8.7084,-1.0445,3.0513,7.1471,-0.3321,3.4239,7.18,-0.0498,4.4011,8.8521,-0.5563,4.3742,9.3047
Pelvic,Int/External,Rotation,14,-0.4308,4.224,8.8788,-0.863,3.2363,7.3356,-0.2258,3.5198,7.2654,-0.1587,4.2639,8.6864,-1.029,3.8884,8.8059
Pelvic,Int/External,Rotation,16,-0.3953,4.3026,9.0005,-0.7263,3.3382,7.4028,-0.1606,3.5686,7.2978,-0.2554,4.1162,8.4878,-1.4412,3.4695,8.3802
Pelvic,Int/External,Rotation,18,-0.4326,4.3018,9.0362,-0.7049,3.3026,7.3101,-0.1983,3.4953,7.1889,-0.4036,3.8938,8.1912,-1.8541,3.0588,7.9718
Pelvic,Int/External,Rotation,20,-0.515,4.2314,8.9778,-0.8009,3.1447,7.0903,-0.3554,3.2858,6.9269,-0.6213,3.5842,7.7898,-2.3045,2.6173,7.5391
Pelvic,Int/External,Rotation,22,-0.6158,4.1093,8.8344,-0.9886,2.898,6.7846,-0.6169,2.9626,6.542,-0.9139,3.196,7.306,-2.7999,2.1315,7.0629
Pelvic,Int/External,Rotation,24,-0.7709,3.9422,8.6553,-1.2469,2.602,6.4508,-0.9605,2.5541,6.0687,-1.2903,2.7397,6.7698,-3.3408,1.5975,6.5358
Pelvic,Int/External,Rotation,26,-0.9885,3.7284,8.4452,-1.548,2.2795,6.1069,-1.3656,2.0878,5.5413,-1.7578,2.2224,6.2027,-3.9426,1.0074,5.9575
Pelvic,Int/External,Rotation,28,-1.2335,3.4738,8.1811,-1.8676,1.9485,5.7646,-1.8194,1.5879,4.9951,-2.3269,1.6409,5.6088,-4.6294,0.3433,5.316
Pelvic,Int/External,Rotation,30,-1.5052,3.1873,7.8799,-2.2018,1.6128,5.4275,-2.31,1.0729,4.4559,-2.9985,0.9917,4.9819,-5.415,-0.409,4.597
Pelvic,Int/External,Rotation,32,-1.7995,2.8818,7.5632,-2.5513,1.2717,5.0946,-2.8437,0.5437,3.9311,-3.7767,0.2652,4.3071,-6.2932,-1.2585,3.7763
Pelvic,Int/External,Rotation,34,-2.1324,2.538,7.2083,-2.9271,0.913,4.7531,-3.4207,-0.0058,3.4091,-4.6599,-0.5454,3.5692,-7.2521,-2.1997,2.8526
Pelvic,Int/External,Rotation,36,-2.5106,2.1501,6.8107,-3.3571,0.5151,4.3873,-4.0483,-0.5889,2.8706,-5.6386,-1.4385,2.7617,-8.283,-3.2188,1.8455
Pelvic,Int/External,Rotation,38,-3.0012,1.6702,6.3417,-3.8545,0.0599,3.9742,-4.7256,-1.2134,2.2987,-6.6902,-2.3967,1.8967,-9.3526,-4.2772,0.7982
Pelvic,Int/External,Rotation,40,-3.5855,1.1163,5.8182,-4.4193,-0.4568,3.5057,-5.4612,-1.88,1.7013,-7.7696,-3.3759,1.0178,-10.4067,-5.3183,-0.2298
Pelvic,Int/External,Rotation,42,-4.2455,0.4817,5.2089,-5.0384,-1.0129,3.0126,-6.2176,-2.5576,1.1024,-8.8072,-4.3122,0.1827,-11.371,-6.2713,-1.1717
Pelvic,Int/External,Rotation,44,-4.9927,-0.2342,4.5244,-5.6663,-1.5774,2.5116,-6.9226,-3.1936,0.5354,-9.7099,-5.1303,-0.5508,-12.1784,-7.0719,-1.9654
Pelvic,Int/External,Rotation,46,-5.8047,-1.0013,3.8021,-6.2751,-2.126,2.023,-7.5106,-3.7312,0.0482,-10.4016,-5.7651,-1.1285,-12.7837,-7.6761,-2.5685
Pelvic,Int/External,Rotation,48,-6.6303,-1.7889,3.0525,-6.8437,-2.6442,1.5552,-7.9454,-4.1366,-0.3277,-10.8422,-6.1794,-1.5166,-13.1448,-8.0532,-2.9615
Pelvic,Int/External,Rotation,50,-7.3937,-2.5246,2.3445,-7.3274,-3.1064,1.1146,-8.1908,-4.3787,-0.5665,-11.0035,-6.3523,-1.7011,-13.2117,-8.1718,-3.1319
